QGC WPL 110
0	1	0	16	0	0	0	0	37.422807	-122.175661	-11.000000	1
1	0	3	22	15.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	37.422926	-122.173977	100.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	37.419356	-122.176423	100.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	37.420822	-122.178751	100.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	37.424349	-122.177142	100.000000	1
6	0	3	177	2.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	37.414618	-122.179899	100.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	37.415948	-122.178655	100.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	37.421406	-122.176302	8.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	37.421834	-122.176101	0.000000	1
